pdf_filename,article_name,fincen_id,doc_type,doc_title,doc_date,high_level_summary,primary_fraud_types,key_red_flags,recommended_sar_focus,why_it_matters_for_usaa
advis29.pdf,advis29.pdf,,Advisory,FinCEN Advisory - Issue 29,04/01/2002,"This FinCEN Advisory highlights serious, systemic deficiencies in Ukraine's anti-money laundering (AML) systems, leading to its identification as non-cooperative by the FATF. FinCEN advises U.S. financial institutions to apply enhanced scrutiny to transactions originating in, routed through, or involving entities or individuals in Ukraine. Institutions must carefully assess such transactions for potential illegal purposes and fulfill their suspicious transaction reporting obligations.",Money Laundering | Corruption/Bribery,Transactions involving Ukraine where local banks face no penalty for failing to report dubious transactions. | Limited access to customer account information in Ukraine due to secrecy laws. | Transactions from or to Ukraine potentially linked to inadequate resources for ML investigation and prosecution. | Transactions showing nexus to Ukraine's acknowledged problems with pervasive public corruption. | Any transaction where the lack of a fundamental and comprehensive AML law in Ukraine creates opportunities for illicit activity.,"SAR narratives should clearly articulate how Ukraine's identified AML deficiencies affect the possibility that the reported transactions are being used for illegal purposes. | Pay particular attention to transactions originating in, routed to or through Ukraine, or involving entities organized or domiciled, or persons maintaining accounts, in Ukraine.","For USAA, this advisory means Ukraine should be designated as a high-risk jurisdiction in AML and fraud risk assessments, requiring enhanced due diligence for any accounts or transactions with a Ukraine nexus. Transaction monitoring rules may need adjustment to flag specific patterns or thresholds for Ukrainian transactions. Investigator training should incorporate the specific systemic weaknesses (e.g., lack of reporting penalties, secrecy laws, corruption) to ensure SAR filings effectively connect observed activity to the elevated money laundering risk originating from Ukraine, even if direct contact with Ukrainian institutions is limited to individual customer transactions."
FATF%20Advisory%20Oct_FINAL%20508.pdf,FATF%20Advisory%20Oct_FINAL%20508.pdf,FIN-2018-A007,Advisory,FinCEN Advisory FIN-2018-A007,10/31/2018,"This FinCEN Advisory informs financial institutions of updates to the FATF's list of jurisdictions with strategic Anti-Money Laundering/Combating the Financing of Terrorism (AML/CFT) deficiencies, specifically highlighting the Democratic People's Republic of Korea (DPRK) and Iran. FinCEN reminds institutions of their obligations and the need to adjust risk-based approaches regarding these high-risk jurisdictions, urging countermeasures against the DPRK due to money laundering, terrorist financing, and proliferation financing risks.",Money Laundering | Terrorist Financing | Sanctions Evasion | Proliferation Financing,"Transactions involving or attempting to establish correspondent relationships with DPRK banks. | Financial activity by individuals acting on behalf of or at the direction of a DPRK bank or financial institution. | Movement of bulk cash suspected of funding DPRK's nuclear and ballistic missile programs or evading UN measures. | Financial support for trade with the DPRK, directly or indirectly. | Any activity indicating evasion of UN Security Council Resolutions (UNSCRs) or U.S. Office of Foreign Assets Control (OFAC) sanctions targeting the DPRK.","SAR narratives should specifically mention the FATF's updated list, FinCEN's advisory (FIN-2018-A007), and concerns regarding DPRK's AML/CFT deficiencies and proliferation financing risks. | Pay particular attention to transactions involving or linked to the Democratic People's Republic of Korea (DPRK) or Iran, including correspondent banking, trade finance, and any attempt to move bulk cash or circumvent sanctions.","This advisory requires USAA to bolster its sanctions compliance programs, particularly for DPRK, and update its risk assessments for transactions tied to FATF-identified high-risk jurisdictions. It necessitates enhanced monitoring for proliferation financing, sanctions evasion attempts, and the identification of individuals or entities acting on behalf of DPRK financial institutions. This directly impacts monitoring rules, investigator training on specific typologies (e.g., bulk cash), and overall fraud strategy to mitigate these elevated risks for a large US retail financial institution."
FATF%20Advisory%20October%202019%20FINAL_508.pdf,FATF%20Advisory%20October%202019%20FINAL_508.pdf,FIN-2019-A007,Advisory,FinCEN Advisory FIN-2019-A007,11/12/2019,"This FinCEN advisory updates financial institutions on FATF-identified jurisdictions with strategic AML/CFT deficiencies, specifically highlighting the Democratic People’s Republic of Korea (DPRK) and Iran. It reminds institutions to be aware of these changes and to apply enhanced obligations and risk-based approaches, including specific countermeasures, to protect against money laundering, terrorist financing, and proliferation financing risks.",Money Laundering | Terrorist Financing | Sanctions Evasion | Proliferation Financing (WMD),"Transactions or business relationships involving DPRK companies, financial institutions, or individuals acting on their behalf. | Attempts to establish new joint ventures, ownership interests, or correspondent relationships with DPRK banks. | Individuals from DPRK earning hard currency abroad, potentially to fund WMD or ballistic missile programs. | Use of bulk cash in transactions linked to the DPRK, indicating potential sanctions evasion. | Any indirect or direct financial engagement with Iranian-based financial institutions or their branches/subsidiaries that could signify heightened risk.","SAR narratives should detail enhanced scrutiny of transactions involving DPRK or Iran, referencing ML/FT/PF risks, sanctions evasion, and UN Security Council Resolutions. | Pay close attention to international wires, correspondent banking, new account openings, and bulk cash transactions involving listed high-risk jurisdictions or related entities/individuals. | Specifically monitor for individuals acting on behalf of, or at the direction of, DPRK banks or financial institutions, or attempts to close existing DPRK bank accounts/relationships.","For USAA, this advisory necessitates immediate review of risk assessments and transaction monitoring rules related to high-risk jurisdictions, especially DPRK and Iran. It requires reinforcing compliance with UN and US sanctions, particularly concerning WMD proliferation financing. Investigators and analysts must be trained on updated red flags for these jurisdictions, focusing on identifying illicit financial activities like bulk cash movements, correspondent banking abuses, and attempts by individuals to circumvent sanctions for funding WMD programs. This ensures USAA effectively protects its financial sector from identified ML/FT/PF risks."
FATF%20February%202020%20Advisory%20FINAL%20508_0.pdf,FATF%20February%202020%20Advisory%20FINAL%20508_0.pdf,FIN-2020-A001,Advisory,FinCEN Advisory FIN-2020-A001,03/26/2020,"This FinCEN advisory informs financial institutions about the Financial Action Task Force's (FATF) updated list of jurisdictions with strategic AML/CFT deficiencies as of February 21, 2020. It specifically highlights the Democratic People’s Republic of Korea (DPRK) and Iran as 'High-Risk Jurisdictions Subject to a Call for Action,' requiring countermeasures. FinCEN reminds institutions to be aware of these changes, which affect their obligations and risk-based approaches, particularly concerning the DPRK's illicit activities and WMD proliferation financing.",money laundering | terrorist financing | WMD proliferation financing | sanctions evasion,"Business relationships and transactions with the DPRK, DPRK companies, financial institutions, or those acting on their behalf. | Direct or indirect dealings with jurisdictions identified by FATF as 'High-Risk' and subject to a 'Call for Action' (DPRK, Iran). | Transactions potentially linked to WMD proliferation and its financing. | Existence or attempted use of correspondent accounts involving North Korean financial institutions. | Connections to existing branches, subsidiaries, or representative offices of DPRK banks.","SAR narratives should reference connections to FATF-identified high-risk jurisdictions, specifically the DPRK and Iran, and any potential links to money laundering, terrorist financing, or WMD proliferation. | Pay close attention to correspondent accounts, especially those with any nexus to North Korean financial institutions, and all business relationships and transactions involving the DPRK, its entities, or proxies.","This advisory is crucial for a large US retail financial institution like USAA as it mandates a reassessment of risk and obligations for jurisdictions like DPRK and Iran. USAA must update its country risk assessments, enhance monitoring rules for transactions and relationships with any nexus to these high-risk areas, and ensure investigators are trained to identify associated typologies like WMD proliferation financing. Specifically, it reinforces the need for enhanced due diligence on foreign correspondent accounts that might indirectly involve North Korean financial institutions, and for scrutinizing customer activities tied to DPRK companies or individuals acting on their behalf. Compliance with UN and US sanctions, alongside FATF recommendations, is paramount to protect the institution from ML/TF/PF risks."
FATF%20February%202021%20Advisory%20FINAL%20508.pdf,FATF%20February%202021%20Advisory%20FINAL%20508.pdf,FIN-2021-A003,Advisory,FinCEN Advisory FIN-2021-A003,03/11/2021,"FinCEN issued this advisory to inform financial institutions about the Financial Action Task Force (FATF) updates to its list of jurisdictions with strategic anti-money laundering (AML), combating the financing of terrorism (CFT), and counter-proliferation financing deficiencies. Institutions must consider these updates when reviewing their risk-based policies, procedures, and practices, especially regarding due diligence obligations for foreign financial institutions (FFIs). FinCEN specifically requests that institutions reference this advisory in SARs when reporting suspicious activity connected to these identified risks.",Money Laundering | Terrorist Financing | Proliferation Financing,"Engaging in transactions with or through jurisdictions identified by FATF as having strategic AML/CFT deficiencies (e.g., Iran, DPRK, Albania, Burma, Pakistan, Syria). | Lack of appropriate, specific, risk-based, and enhanced due diligence for correspondent accounts maintained for Foreign Financial Institutions (FFIs) located in identified high-risk jurisdictions. | Activity involving funds derived from illegal activity or indicative of money laundering or terrorist financing. | Maintaining relationships with foreign embassies, consulates, and missions without adherence to previous interagency guidance.","When filing a SAR related to activities highlighted in this advisory, include the key term “FATF FIN-2021-A003” in SAR field 2 (Filing Institution Note to FinCEN) and the narrative. | Pay attention to correspondent accounts maintained for Foreign Financial Institutions (FFIs), ensuring robust due diligence programs are in place to detect and report known or suspected money laundering activity involving such accounts.","For a large US retail financial institution like USAA, this advisory directly impacts its AML compliance program, particularly in relation to international transactions and foreign correspondent banking relationships. USAA must update its risk assessments, policies, procedures, and training for AML investigators and FIU analysts to reflect the updated FATF list of high-risk jurisdictions. This includes ensuring enhanced due diligence measures are rigorously applied to FFIs in identified jurisdictions and carefully monitoring customer activity that involves these regions. While retail focused, customers with international ties, military personnel stationed abroad, or those engaging in remittances to these areas would warrant heightened scrutiny, aligning with the advisory's call for specific risk-based approaches and avoiding indiscriminate de-risking."
advis19.pdf,advis19.pdf,,Advisory,FinCEN Advisory - Issue 19,07/01/2000,"FinCEN Advisory - Issue 19 (July 1, 2000) warns U.S. financial institutions about serious systemic deficiencies in Liechtenstein's counter-money laundering regime. These weaknesses, including strict reporting requirements and strong bank secrecy, create significant opportunities for money laundering. FinCEN advises enhanced scrutiny for all transactions originating in, routed to/through, or involving entities/persons in Liechtenstein to combat illegal financial activities.",Money Laundering,Transaction originating in Liechtenstein | Transaction routed to or through Liechtenstein | Transaction involving entities organized or domiciled in Liechtenstein | Transaction involving persons maintaining accounts in Liechtenstein,"SAR narratives should highlight transactions involving Liechtenstein as suspicious due to the systemic weaknesses outlined in FinCEN Advisory - Issue 19. | Pay particular attention to all financial transactions of $5,000 or more (U.S. dollar equivalent) linked to Liechtenstein, noting the provided safe harbor protection for reporting.","For USAA, this advisory would require immediate adjustments to its transaction monitoring systems and risk assessment framework. New or updated rules would be needed to flag transactions exceeding $5,000 that originate in, are routed to/through, or involve entities or individuals with ties to Liechtenstein. Liechtenstein would be designated a higher-risk jurisdiction, impacting customer due diligence and ongoing monitoring. Investigator training would need to specifically cover the identified vulnerabilities (e.g., bank secrecy, compartmentalization of information) to ensure thorough analysis and accurate SAR filing, with assurance provided by FinCEN's safe harbor declaration for such reports."
advis21.pdf,advis21.pdf,,Advisory,FinCEN Advisory - Issue 21,07/01/2000,"FinCEN Advisory - Issue 21, dated July 2000, alerts U.S. financial institutions to severe systemic money laundering vulnerabilities in Nauru, including the absence of money laundering as a criminal offense and inadequate supervisory controls. FinCEN advises enhanced scrutiny for any transaction originating in, routed through, or involving entities or persons in Nauru due to the high risk of criminal proceeds being laundered. Institutions should examine such transactions for suspicious activity reporting, with the Treasury Department confirming safe harbor protection for reports made under this advisory.",Money Laundering,Transactions originating in or routed to or through Nauru | Transactions involving entities organized or domiciled in Nauru | Transactions involving persons maintaining accounts in Nauru | Transactions involving Nauruan offshore entities and accounts,"SAR narratives should specifically reference FinCEN Advisory - Issue 21 when reporting Nauru-related suspicious activity to ensure safe harbor protection. | Pay particular attention to transactions of $5,000 or more (U.S. dollar equivalent) involving Nauruan offshore entities and accounts, or any Nauru-linked counterparties.","This advisory necessitates that USAA, as a large U.S. financial institution, immediately integrate Nauru into its high-risk geographic assessments. It requires the implementation of enhanced scrutiny protocols within its transaction monitoring systems to flag any activity originating in, routed through, or involving Nauru-based entities or individuals, especially those over $5,000. Additionally, USAA should update its AML investigator training and fraud strategy playbooks to specifically address the identified money laundering risks associated with Nauru and ensure proper SAR filing for relevant transactions, leveraging the specified safe harbor."
advis23.pdf,advis23.pdf,,Advisory,FinCEN Advisory - Issue 23,07/01/2000,"FinCEN advises US financial institutions of serious deficiencies in Panama's counter-money laundering (CML) systems, specifically its limited criminalization of ML to narcotics trafficking and ineffective suspicious activity reporting. Institutions must apply enhanced scrutiny to transactions and relationships involving Panama to assess for illegal purposes, particularly those over $5,000. This requires careful consideration of the deficiencies when determining suspicious transaction reporting obligations.",Money Laundering | Narcotics Trafficking,"Transactions (especially large sums via cash, third-party checks, or wire transfers) originating in, routed to, or through the Colon Free Zone or Panama. | Transactions involving entities organized or domiciled in the Colon Free Zone or Panama. | Transactions involving persons maintaining accounts in Panama. | Transactions or banking relationships that do not involve established, adequately identified, and understood commercial or investment enterprises.","SAR narratives should specifically reference Panama's systemic AML deficiencies (e.g., limited money laundering criminalization, ineffective SAR reporting) when reporting activity linked to the country. | Pay particular attention to transactions of $5,000 or more (USD equivalent) involving the Colon Free Zone, Panamanian entities, or accounts in Panama, especially if conducted via cash, third-party checks, or wire transfers.","For USAA, this advisory would have necessitated an immediate update to its country risk assessment, designating Panama as a high-risk jurisdiction due to its systemic AML deficiencies. This would trigger enhanced due diligence (EDD) for customers with Panamanian ties, specific transaction monitoring rule adjustments to flag the outlined red flags (e.g., $5,000+ cash/wire/third-party check involving Panama or Colon Free Zone), and targeted training for AML investigators on Panamanian typologies like the Black Market Peso Exchange. It underscores the importance of evaluating a jurisdiction's CML regime when assessing overall customer and transaction risk."
advis24.pdf,advis24.pdf,,Advisory,FinCEN Advisory - Issue 24,07/01/2000,"This FinCEN Advisory, issued in 2000, alerts U.S. financial institutions to serious deficiencies in the Republic of the Philippines' counter-money laundering systems. FinCEN advises institutions to carefully scrutinize transactions originating in, routed through, or involving entities/persons in the Philippines, given the increased risk of money laundering and other illegal purposes. Institutions are directed to examine facts relating to such transactions and file Suspicious Activity Reports (SARs) for transactions of $5,000 or more if suspicious.",Money Laundering,"Transactions originating in, routed to, or through the Philippines. | Transactions involving entities organized or domiciled in the Philippines. | Transactions involving persons maintaining accounts in the Philippines. | Philippines identified as non-cooperative by FATF due to systemic AML deficiencies. | Money laundering not a crime under Philippine law (as of the advisory date). | Ambiguous suspicious transaction reporting obligations for FIs in the Philippines (as of the advisory date).","SAR narratives should specifically address transactions of $5,000 or more involving the Philippines where suspicious activity is identified, referencing the country's AML deficiencies. | Pay particular attention to all types of transactions (e.g., wires, remittances) where the origin, destination, or counterparties are linked to the Philippines. | Focus monitoring on accounts held by individuals or entities domiciled or organized in the Philippines, or those with frequent transaction flows to/from the Philippines.","For a large U.S. retail financial institution like USAA, this advisory would have immediately triggered a need for enhanced due diligence and monitoring. It would necessitate updating country risk assessments for the Philippines to 'high-risk,' implementing specific transaction monitoring rules to flag activity involving Philippine entities or accounts, and providing investigator training on the country's AML deficiencies. This ensures that any suspicious transactions, particularly those above $5,000, are thoroughly investigated and reported, safeguarding USAA from facilitating money laundering given the increased opportunities identified in the advisory."
advis25.pdf,advis25.pdf,,Advisory,FinCEN Advisory - Issue 25,07/01/2000,"FinCEN advises U.S. financial institutions to enhance scrutiny on transactions and relationships involving the Russian Federation due to serious deficiencies in Russia's counter-money laundering systems. Institutions should carefully assess if transactions of $5,000 or more, linked to Russia, warrant a Suspicious Activity Report (SAR) given the heightened risk of illicit activity.",Money Laundering,"Transactions (especially large sums, cash or wire transfer) originating in or routed to/through Russia. | Transactions involving entities organized or domiciled, or persons maintaining accounts, in Russia. | Transactions or banking relationships that do not involve established, and adequately identified and understood, commercial or investment enterprises. | Routing transactions from Russia through third jurisdictions in ways that appear unrelated to commercial necessities.","SAR narratives should reference the lack of AML controls in Russia and specific FinCEN guidance (Advisory Issue 25) when reporting suspicious transactions involving Russian nexus. | Monitor for transactions of $5,000 USD or more linked to Russia, particularly large cash or wire transfers. | Pay close attention to entities or individuals based in Russia, or transactions routed through third countries without clear commercial purpose. | Ensure robust due diligence on Russian-linked commercial or investment enterprises to confirm legitimacy and understanding.","This advisory would have established Russia as a high-risk jurisdiction for money laundering, requiring USAA to update its geographical risk assessments. It would have necessitated enhanced transaction monitoring rules for customer accounts linked to Russia (origin, destination, or counterparties), especially for wire transfers and large sums over $5,000. AML investigators would need specific training to identify red flags like complex layering through third countries or transactions lacking clear commercial purpose involving Russian entities or individuals, informing their SAR filing decisions and leveraging the safe harbor provision."
