article_name,fincen_id,doc_type,doc_title,doc_date,high_level_summary,primary_fraud_families,secondary_fraud_families,specific_schemes_flat,specific_schemes_json,key_red_flags
Consolidated%20COVID-19%20Notice%20508%20Final.pdf,FIN-2021-NTC1,notice,Consolidated COVID-19 Suspicious Activity Report Key Terms and Filing Instructions,2/24/2021,"This FinCEN Notice consolidates filing instructions and key terms for Suspicious Activity Reports (SARs) related to COVID-19 fraudulent activities, crimes, and cyber and ransomware attacks. It reminds financial institutions of recent updates to Section 314(b) guidance and requests the use of specific keywords for both government program-related and other COVID-19 illicit activities. The goal is to enhance the utility of SAR filings for law enforcement and other authorized agencies by providing clearer reporting guidance.",fraud_government_programs | ransomware_cyber,money_laundering,fraud_government_programs: COVID-19 Relief Program Fraud | ransomware_cyber: COVID-19 Related Cyber Attacks | money_laundering: Laundering Proceeds of COVID-19 Fraud,"[{""family"": ""fraud_government_programs"", ""label"": ""COVID-19 Relief Program Fraud"", ""notes"": ""Includes kickbacks, services not provided, and billing schemes targeting government programs like unemployment insurance, EIP, or PPP.""}, {""family"": ""ransomware_cyber"", ""label"": ""COVID-19 Related Cyber Attacks"", ""notes"": ""Ransomware, cyber extortion, or other cyber-enabled financial crimes exploiting the pandemic or targeting related entities.""}, {""family"": ""money_laundering"", ""label"": ""Laundering Proceeds of COVID-19 Fraud"", ""notes"": ""Washing illicit gains derived from various COVID-19 related fraudulent activities not specifically tied to government programs.""}]","Transactions or activities involving government relief programs (e.g., PPP, EIP) that exhibit characteristics of fraud, such as kickbacks, billing for services not rendered, or inflated invoicing. | Payments or financial activity consistent with ransomware demands or other cyber-attacks, especially those exploiting COVID-19 themes or targeting healthcare entities. | Unusual or unexplained transfers of funds related to COVID-19 benefits or relief, particularly if diverted from their intended purpose or to unrelated parties. | Attempts to obscure the true beneficiary, purpose, or source of funds purportedly for COVID-19 related services or aid. | High volumes of transactions or rapid movement of funds linked to potential COVID-19 exploitation without a clear legitimate business purpose. | The use of shell companies or rapidly formed entities to receive or disburse COVID-19 relief funds without demonstrable legitimate business activity commensurate with the funds received."
Cyber%20Threats%20Advisory%20-%20FINAL%20508_2.pdf,FIN-2016-A005,advisory,FinCEN Advisory - FIN-2016-A005,10/25/2016,"FinCEN issued this advisory to address the significant threat posed by cyber-events and cyber-enabled crime to consumers and the U.S. financial system. It aims to guide financial institutions on their Bank Secrecy Act (BSA) obligations concerning these threats. Cybercriminals exploit the financial system to defraud institutions and their customers, as well as to facilitate other illegal activities. BSA reporting is crucial for authorities to combat these cyber-related financial crimes effectively.",ransomware_cyber | money_laundering,,ransomware_cyber: Cyber-enabled fraud against financial institutions | ransomware_cyber: Cyber-enabled fraud against customers | ransomware_cyber: Facilitation of illicit activities via cyber means | money_laundering: Laundering proceeds of cybercrime,"[{""family"": ""ransomware_cyber"", ""label"": ""Cyber-enabled fraud against financial institutions"", ""notes"": ""Defrauding financial institutions through cyber-events and cyber-enabled crime.""}, {""family"": ""ransomware_cyber"", ""label"": ""Cyber-enabled fraud against customers"", ""notes"": ""Defrauding customers of financial institutions using cyber methods.""}, {""family"": ""ransomware_cyber"", ""label"": ""Facilitation of illicit activities via cyber means"", ""notes"": ""Using cyber-events to further various illegal activities beyond direct fraud.""}, {""family"": ""money_laundering"", ""label"": ""Laundering proceeds of cybercrime"", ""notes"": ""Moving or concealing funds derived from cyber-events and cyber-enabled crime.""}]","Detection of unauthorized or unusual access to financial institution systems or customer accounts. | Customer reports of unauthorized transactions or account takeovers consistent with cyber-enabled fraud. | Unusual or high-volume transfers of funds following a suspected cyber compromise or security incident. | Multiple failed login attempts on an account followed by a successful login from a new or unusual device/location. | Internal alerts or investigations related to phishing attempts, malware infections, or other cyber threats targeting the institution or its customers."
DPRK%20Advisory%20FINAL%20508%20C.pdf,FIN-2017-A008,advisory,FinCEN Advisory FIN-2017-A008,11/02/2017,"This FinCEN advisory alerts financial institutions to illicit schemes employed by North Korea to evade U.S. and UN sanctions, launder funds, and finance its weapons of mass destruction (WMD) and ballistic missile programs. It highlights North Korea's use of global financial representatives and China-based front companies, shell companies, and trading companies operating near the Democratic People's Republic of Korea (DPRK). The advisory provides financial red flags to help institutions identify and report suspected illicit activity by the North Korean regime and its financial institutions.",sanctions_evasion | proliferation_financing | money_laundering,shell_front_companies,sanctions_evasion: Evasion of U.S. and UN Sanctions | proliferation_financing: Financing WMD & Ballistic Missiles | money_laundering: Laundering Illicit Proceeds,"[{""family"": ""sanctions_evasion"", ""label"": ""Evasion of U.S. and UN Sanctions"", ""notes"": ""To fund North Korean WMD and ballistic missile programs.""}, {""family"": ""proliferation_financing"", ""label"": ""Financing WMD & Ballistic Missiles"", ""notes"": ""Using illicit funds via front/trade companies and financial representatives.""}, {""family"": ""money_laundering"", ""label"": ""Laundering Illicit Proceeds"", ""notes"": ""To disguise and move funds for sanctioned programs.""}]","Transactions involving financial representatives operating worldwide on behalf of North Korean interests. | Activity linked to China-based front or shell companies, or trading companies, especially those operating near the DPRK. | Attempts to disguise, move, or launder funds for purposes of North Korean WMD and ballistic missile programs. | Transactions involving entities or individuals designated by OFAC or known to be representatives of designated North Korean financial institutions."
DPRK%20Financing%20Advisory%20%28v16%29%2Blanguage2.pdf,FIN-2017-A007,advisory,FinCEN Advisory FIN-2017-A007,09/22/2017,"This FinCEN advisory alerts financial institutions to North Korea's illicit schemes for evading U.S. and UN sanctions, laundering funds, and financing its weapons of mass destruction (WMD) and ballistic missile programs. North Korea employs various tactics, including the use of China-based financial representatives, front companies, and trading companies. The advisory provides red flags to help institutions identify and report suspicious activities related to these illicit finance operations, reinforcing Treasury's strategy to pressure DPRK's finances.",sanctions_evasion | proliferation_financing | money_laundering,shell_front_companies,sanctions_evasion: Evading U.S. and UN Sanctions | proliferation_financing: Financing WMD and Ballistic Missile Programs | money_laundering: Laundering Funds for Illicit Programs | shell_front_companies: Using Front/Trading Companies,"[{""family"": ""sanctions_evasion"", ""label"": ""Evading U.S. and UN Sanctions"", ""notes"": ""Using various intermediaries and methods to circumvent international sanctions.""}, {""family"": ""proliferation_financing"", ""label"": ""Financing WMD and Ballistic Missile Programs"", ""notes"": ""Funding the development of North Korea's weapons programs through illicit means.""}, {""family"": ""money_laundering"", ""label"": ""Laundering Funds for Illicit Programs"", ""notes"": ""Disguising and moving criminal proceeds to support WMD and missile financing.""}, {""family"": ""shell_front_companies"", ""label"": ""Using Front/Trading Companies"", ""notes"": ""Employing front companies and trading companies to obscure the true nature of transactions and fund movements.""}]","Transactions involving China-based financial representatives acting on behalf of North Korean entities. | Use of front companies to disguise the origin, destination, or purpose of funds related to North Korea. | Activities linked to trading companies involved in facilitating North Korean illicit finance. | Financial institutions operating in areas bordering the Democratic People’s Republic of Korea (DPRK) processing suspicious transactions."
FAFT_Advisory_March_final_508.pdf,FIN-2019-A001,advisory,FinCEN Advisory FIN-2019-A001,03/08/2019,"This advisory informs U.S. financial institutions about updates to the Financial Action Task Force (FATF) list of jurisdictions with strategic Anti-Money Laundering and Countering the Financing of Terrorism (AML/CFT) deficiencies. Financial institutions must consider these changes when reviewing their obligations and risk-based approaches, particularly concerning the Democratic People’s Republic of Korea (DPRK) and Iran. The document emphasizes the importance of adhering to international AML/CFT standards set by FATF to mitigate illicit finance risks.",money_laundering | terrorist_financing | sanctions_evasion,proliferation_financing,money_laundering: Laundering through high-risk jurisdictions | terrorist_financing: Financing via deficient jurisdictions | sanctions_evasion: Transacting with sanctioned regimes,"[{""family"": ""money_laundering"", ""label"": ""Laundering through high-risk jurisdictions"", ""notes"": ""Moving illicit funds through financial institutions in countries with identified strategic AML deficiencies.""}, {""family"": ""terrorist_financing"", ""label"": ""Financing via deficient jurisdictions"", ""notes"": ""Transferring funds to or from jurisdictions identified by FATF as having strategic CFT deficiencies.""}, {""family"": ""sanctions_evasion"", ""label"": ""Transacting with sanctioned regimes"", ""notes"": ""Engaging in financial transactions with entities or individuals in the DPRK or Iran, violating sanctions.""}]","Transactions originating from or destined for jurisdictions identified by FATF as having strategic AML/CFT deficiencies. | Transactions involving entities or individuals linked to the Democratic People’s Republic of Korea (DPRK). | Transactions involving entities or individuals linked to Iran. | Customers attempting to circumvent existing controls or due diligence related to high-risk jurisdictions. | Unusual or complex transactions involving multiple jurisdictions, especially if some are FATF-identified high-risk areas."
FATF%20Advisory%20June%202019%20FINAL%20508.pdf,FIN-2019-A004,advisory,FinCEN Advisory FIN-2019-A004,07/12/2019,"This FinCEN advisory updates financial institutions on the Financial Action Task Force (FATF) list of jurisdictions with strategic Anti-Money Laundering (AML) and Combating the Financing of Terrorism (CFT) deficiencies, effective June 21, 2019. Financial institutions must consider these changes when reviewing their obligations and risk-based approaches, policies, and procedures. The advisory particularly reminds institutions of their ongoing obligations concerning the Democratic People’s Republic of Korea (DPRK) and Iran.",money_laundering | terrorist_financing | sanctions_evasion,proliferation_financing,money_laundering: Laundering through high-risk jurisdictions | terrorist_financing: Funding via deficient CFT jurisdictions | sanctions_evasion: Engaging with OFAC-designated countries | proliferation_financing: Supporting WMD proliferation,"[{""family"": ""money_laundering"", ""label"": ""Laundering through high-risk jurisdictions"", ""notes"": ""Exploiting weak AML/CFT regimes identified by FATF for illicit financial flows.""}, {""family"": ""terrorist_financing"", ""label"": ""Funding via deficient CFT jurisdictions"", ""notes"": ""Channelling funds through countries with strategic deficiencies in combating terrorism financing.""}, {""family"": ""sanctions_evasion"", ""label"": ""Engaging with OFAC-designated countries"", ""notes"": ""Direct or indirect financial transactions involving the Democratic People’s Republic of Korea (DPRK) or Iran.""}, {""family"": ""proliferation_financing"", ""label"": ""Supporting WMD proliferation"", ""notes"": ""Financial activity linked to the proliferation of weapons of mass destruction, often involving designated jurisdictions.""}]","Transactions involving jurisdictions identified by FATF as having strategic AML/CFT deficiencies. | Financial activity linked directly or indirectly to the Democratic People’s Republic of Korea (DPRK) or Iran. | Lack of updated risk-based policies, procedures, or practices to address changes in FATF's high-risk jurisdiction list. | Failure to apply enhanced due diligence on customers, transactions, or entities connected to identified high-risk jurisdictions. | Complex or opaque transactions routed through or originating from countries with known AML/CFT deficiencies. | Customer activity that attempts to obscure the true origin or destination of funds involving listed jurisdictions."
FATF%20Advisory%20Oct_FINAL%20508.pdf,FIN-2018-A007,advisory,FinCEN Advisory FIN-2018-A007,10/31/2018,"FinCEN issued this advisory to inform financial institutions about updates to the Financial Action Task Force's (FATF) list of jurisdictions with strategic anti-money laundering and combatting the financing of terrorism (AML/CFT) deficiencies. Financial institutions must consider these changes when reviewing their obligations and risk-based approaches, particularly concerning transactions and relationships involving the Democratic People's Republic of Korea (DPRK) and Iran. The FATF establishes international standards to counter money laundering, terrorist financing, and proliferation financing.",money_laundering | terrorist_financing | proliferation_financing,sanctions_evasion,money_laundering: Laundering through deficient AML regimes | terrorist_financing: Funding terrorism via high-risk jurisdictions | proliferation_financing: Financing WMD development | sanctions_evasion: Evading sanctions through listed jurisdictions,"[{""family"": ""money_laundering"", ""label"": ""Laundering through deficient AML regimes"", ""notes"": ""Exploiting jurisdictions identified by FATF as having strategic AML deficiencies to obscure the origin of illicit funds.""}, {""family"": ""terrorist_financing"", ""label"": ""Funding terrorism via high-risk jurisdictions"", ""notes"": ""Providing financial support for terrorist activities through countries with inadequate CFT controls.""}, {""family"": ""proliferation_financing"", ""label"": ""Financing WMD development"", ""notes"": ""Funding activities related to the proliferation of weapons of mass destruction, especially in identified high-risk countries like DPRK and Iran.""}, {""family"": ""sanctions_evasion"", ""label"": ""Evading sanctions through listed jurisdictions"", ""notes"": ""Conducting transactions with sanctioned entities or individuals in DPRK and Iran by leveraging weaknesses in their financial systems.""}]","Transactions, accounts, or customers linked to jurisdictions identified by FATF as having strategic AML/CFT deficiencies. | Any direct or indirect financial activity involving the Democratic People’s Republic of Korea (DPRK) or Iran. | Unusual or complex transaction patterns involving entities or individuals in FATF-listed countries, especially without clear economic purpose. | Customers showing reluctance to provide information about the purpose or parties involved in transactions related to these jurisdictions. | Funds transfers to or from shell companies or entities with opaque ownership structures in high-risk jurisdictions. | Attempting to structure transactions to avoid thresholds or scrutiny when dealing with entities in identified high-risk jurisdictions."
FATF%20Advisory%20October%202019%20FINAL_508.pdf,FIN-2019-A007,advisory,FinCEN Advisory FIN-2019-A007,11/12/2019,"FinCEN is issuing an advisory to inform U.S. financial institutions about updates made by the Financial Action Task Force (FATF) to its list of jurisdictions with strategic anti-money laundering and combating the financing of terrorism (AML/CFT) deficiencies. These updates, made on October 18, 2019, may impact financial institutions' obligations and risk-based approaches concerning these jurisdictions. The advisory specifically highlights ongoing concerns and obligations related to the Democratic People’s Republic of Korea (DPRK) and Iran. Financial institutions are reminded to consider these changes when reviewing their AML/CFT policies and procedures.",money_laundering | terrorist_financing | proliferation_financing,,money_laundering: Laundering through deficient jurisdictions | terrorist_financing: Funding terrorism via high-risk jurisdictions | proliferation_financing: Financing WMD in non-compliant areas,"[{""family"": ""money_laundering"", ""label"": ""Laundering through deficient jurisdictions"", ""notes"": ""Exploiting weak AML controls in FATF-identified jurisdictions to process illicit funds.""}, {""family"": ""terrorist_financing"", ""label"": ""Funding terrorism via high-risk jurisdictions"", ""notes"": ""Transferring funds to support terrorist activities through countries with strategic CFT deficiencies.""}, {""family"": ""proliferation_financing"", ""label"": ""Financing WMD in non-compliant areas"", ""notes"": ""Providing financial support for the proliferation of weapons of mass destruction through jurisdictions with AML/CFT deficiencies.""}]","Transactions originating from, or destined for, jurisdictions identified by FATF as having strategic AML/CFT deficiencies. | Transactions involving the Democratic People’s Republic of Korea (DPRK) or Iran, given their specific mention. | Accounts or customers with direct or indirect ties to FATF-listed jurisdictions, particularly if not adequately risk-assessed. | Unusual or complex transaction patterns involving designated jurisdictions without clear legitimate economic purpose. | Attempts by customers to obscure the geographic origin or destination of funds when there is an underlying connection to a high-risk FATF-listed jurisdiction."
FATF%20Advisory_FIN-2018-001_0.pdf,FIN-2018-A001,advisory,FinCEN Advisory FIN-2018-A001,02/09/2018,"This FinCEN advisory (FIN-2018-A001) informs U.S. financial institutions about updates made by the Financial Action Task Force (FATF) on November 3, 2017. These updates identify jurisdictions with strategic deficiencies in their anti-money laundering (AML) and countering the financing of terrorism (CFT) regimes. Financial institutions must review these changes to inform their risk-based obligations, policies, and procedures, particularly regarding enhanced due diligence for affected jurisdictions. This ensures mitigation of risks related to illicit finance stemming from these high-risk areas.",money_laundering | terrorist_financing,proliferation_financing,money_laundering: Laundering via high-risk jurisdictions | terrorist_financing: Funding terrorism via weak AML/CFT regimes | proliferation_financing: Financing WMD proliferation through deficient regimes,"[{""family"": ""money_laundering"", ""label"": ""Laundering via high-risk jurisdictions"", ""notes"": ""Utilizing jurisdictions identified with strategic AML deficiencies to obscure or move illicit funds.""}, {""family"": ""terrorist_financing"", ""label"": ""Funding terrorism via weak AML/CFT regimes"", ""notes"": ""Exploiting jurisdictions with strategic CFT deficiencies to finance terrorist activities or organizations.""}, {""family"": ""proliferation_financing"", ""label"": ""Financing WMD proliferation through deficient regimes"", ""notes"": ""Using jurisdictions with strategic AML/CFT deficiencies to fund the proliferation of weapons of mass destruction.""}]","Transactions involving individuals or entities domiciled in, or transacting through, a jurisdiction identified by FATF as having strategic AML/CFT deficiencies. | Lack of appropriate Enhanced Due Diligence (EDD) applied to customers or transactions connected to FATF-identified high-risk jurisdictions. | Customer or transaction activity inconsistent with the known risk profile for jurisdictions subject to FATF's calls for countermeasures or EDD. | Internal risk assessments or compliance procedures that do not reflect the latest FATF updates on high-risk jurisdictions or those with strategic AML/CFT deficiencies. | Sudden increase in transaction volume or value with a jurisdiction newly added to FATF's lists of jurisdictions with AML/CFT deficiencies."
FATF%20February%202020%20Advisory%20FINAL%20508_0.pdf,FIN-2020-A001,advisory,FinCEN Advisory FIN-2020-A001,03/26/2020,"FinCEN is issuing an advisory to inform financial institutions about updates to the Financial Action Task Force (FATF) list of jurisdictions with strategic anti-money laundering (AML) and combating the financing of terrorism (CFT) deficiencies. Financial institutions must be aware of these changes, which impact their obligations and risk-based approaches, particularly concerning the Democratic People's Republic of Korea (DPRK) and Iran. The advisory reminds institutions of their responsibilities regarding these jurisdictions. FinCEN also provides specific instructions for referencing this advisory when filing suspicious activity reports (SARs).",money_laundering | terrorist_financing | sanctions_evasion,,money_laundering: Laundering via high-risk jurisdictions | money_laundering: Insufficient due diligence for foreign transactions | terrorist_financing: Financing terrorism through deficient jurisdictions | terrorist_financing: Transactions with designated entities in high-risk areas | sanctions_evasion: Transactions with DPRK-linked entities | sanctions_evasion: Dealing with Iranian parties subject to sanctions,"[{""family"": ""money_laundering"", ""label"": ""Laundering via high-risk jurisdictions"", ""notes"": ""Processing illicit proceeds through countries identified with strategic AML deficiencies.""}, {""family"": ""money_laundering"", ""label"": ""Insufficient due diligence for foreign transactions"", ""notes"": ""Failure to apply adequate due diligence on transactions linked to FATF-identified deficient jurisdictions.""}, {""family"": ""terrorist_financing"", ""label"": ""Financing terrorism through deficient jurisdictions"", ""notes"": ""Facilitating financial support to terrorist organizations or activities through jurisdictions with weak CFT controls.""}, {""family"": ""terrorist_financing"", ""label"": ""Transactions with designated entities in high-risk areas"", ""notes"": ""Engaging in financial transactions with individuals or entities associated with terrorism in FATF-identified high-risk jurisdictions.""}, {""family"": ""sanctions_evasion"", ""label"": ""Transactions with DPRK-linked entities"", ""notes"": ""Conducting prohibited financial transactions with individuals or entities connected to the Democratic People's Republic of Korea.""}, {""family"": ""sanctions_evasion"", ""label"": ""Dealing with Iranian parties subject to sanctions"", ""notes"": ""Facilitating transactions with Iranian individuals or entities that violate U.S. sanctions.""}]","Transactions originating from or destined for jurisdictions identified by FATF as having strategic AML/CFT deficiencies. | Involvement of entities or individuals associated with the Democratic People's Republic of Korea (DPRK) or Iran. | Unusual or complex transactions lacking a clear economic purpose, involving high-risk jurisdictions. | Inadequate Customer Due Diligence (CDD) or Enhanced Due Diligence (EDD) for transactions tied to these jurisdictions. | Attempts to obscure the true geographic origin, destination, or beneficial ownership of funds when transacting with high-risk areas. | Financial institutions failing to update their risk assessments and compliance programs to reflect FATF guidance on identified deficient jurisdictions."
FATF%20February%202021%20Advisory%20FINAL%20508.pdf,FIN-2021-A003,advisory,FinCEN Advisory FIN-2021-A003,03/11/2021,"FinCEN is issuing an advisory to inform financial institutions about updates to the Financial Action Task Force (FATF) list of jurisdictions with strategic deficiencies in their anti-money laundering, combating the financing of terrorism, and counter-proliferation financing (AML/CFT/CPF) regimes. Financial institutions must consider these FATF statements when reviewing their obligations and risk-based policies, procedures, and practices for relevant jurisdictions. This includes specifically referencing the advisory in SAR filings related to activity in these jurisdictions.",money_laundering | terrorist_financing | proliferation_financing,,money_laundering: Facilitating transactions through jurisdictions with strategic AML deficiencies | terrorist_financing: Supporting activities in jurisdictions with strategic CFT deficiencies | proliferation_financing: Engaging with jurisdictions having strategic CPF deficiencies,"[{""family"": ""money_laundering"", ""label"": ""Facilitating transactions through jurisdictions with strategic AML deficiencies"", ""notes"": ""Customers engaging in financial activity linked to FATF-identified high-risk AML jurisdictions.""}, {""family"": ""terrorist_financing"", ""label"": ""Supporting activities in jurisdictions with strategic CFT deficiencies"", ""notes"": ""Financial flows to or from FATF-identified high-risk CFT jurisdictions.""}, {""family"": ""proliferation_financing"", ""label"": ""Engaging with jurisdictions having strategic CPF deficiencies"", ""notes"": ""Transactions involving entities or individuals linked to FATF-identified high-risk CPF jurisdictions.""}]","Transactions with or involving jurisdictions identified by FATF as having strategic AML/CFT/CPF deficiencies. | Financial institution's failure to update its risk assessments, policies, and procedures in response to FATF updates on high-risk jurisdictions. | Lack of enhanced due diligence for customers, transactions, or beneficial owners linked to FATF-identified high-risk jurisdictions. | Failure to incorporate the specified key term, 'FATF FIN-2021-A003,' in SARs related to activity in these jurisdictions, as requested by FinCEN."
